50,24,6
8,
1,
882.0000,678.0000,362.0000,693.0000,225.0000,128.0000,798.0000,415.0000,5.0000,649.0000,21.0000,761.0000,690.0000,317.0000,570.0000,616.0000,38.0000,297.0000,963.0000,25.0000,318.0000,708.0000,542.0000,803.0000,505.0000,74.0000,845.0000,15.0000,706.0000,676.0000,638.0000,467.0000,185.0000,510.0000,418.0000,772.0000,730.0000,226.0000,761.0000,310.0000,883.0000,9.0000,974.0000,997.0000,209.0000,574.0000,657.0000,76.0000,422.0000,124.0000,
0.9700,0.9200,0.5400,0.9100,0.7200,0.8000,0.7200,0.8800,0.9300,0.5400,0.8100,0.6900,0.6900,0.6300,0.5700,0.8600,0.7800,0.5500,0.9900,0.8100,0.9600,0.9100,0.6200,0.7800,0.6000,0.7300,0.8500,0.5800,0.8300,0.8000,0.5300,0.8200,0.9400,0.6800,0.6500,0.7100,0.7700,0.9700,0.9500,0.8700,0.7500,0.9600,0.9500,0.5900,0.6600,0.6900,0.5300,0.9000,0.5300,0.9600,0.9800,0.8300,0.7900,0.8400,0.5300,0.9000,0.8800,0.8400,0.9300,0.9200,0.5300,0.6500,0.8400,0.7100,0.6900,0.7000,0.8200,0.7200,0.7500,0.9800,0.9400,0.7700,0.9700,0.6400,0.8700,0.5400,0.7000,0.6500,0.5000,0.9400,0.9500,0.7000,0.9600,0.6100,0.7500,0.8000,0.9600,0.9600,0.9700,0.7300,0.7800,0.5400,0.5100,0.8500,0.9700,0.6000,0.5700,0.6400,0.7600,0.6000,0.9900,0.8300,0.9100,0.7100,0.9100,0.7600,0.7500,0.6800,0.5800,0.7300,0.5300,0.5000,0.9600,0.6800,0.6600,0.9900,0.8300,0.7700,0.6300,0.9200,0.5600,0.6000,0.8600,0.5700,0.5300,0.9700,0.8400,0.5800,0.6700,0.6800,0.6800,0.5900,0.8900,0.9000,0.7900,0.8000,0.6100,0.9000,0.7000,0.7100,0.5200,0.7400,0.5700,0.7400,
0.5600,0.8100,0.9500,0.7900,0.6000,0.7500,0.5600,0.9600,0.5300,0.5100,0.7000,0.7200,0.7100,0.9700,0.5800,0.8700,0.5700,0.8900,0.6600,0.5400,0.9500,0.7500,0.5600,0.7400,0.6900,0.6100,0.9000,0.9800,0.7500,0.8000,0.5900,0.5500,0.9500,0.9700,0.5500,0.8700,0.9000,0.7900,0.6200,0.9900,0.9300,0.7700,0.8700,0.6400,0.7200,0.7800,0.6400,0.9200,0.6400,0.8500,0.6300,0.9100,0.7500,0.6700,0.8300,0.8600,0.7200,0.6700,0.6800,0.8800,0.9400,0.5700,0.7600,0.9000,0.9400,0.5300,0.7300,0.9300,0.7700,0.9000,0.8100,0.5700,0.6400,0.7300,0.8200,0.5100,0.9900,0.7000,0.9000,0.5400,0.7700,0.6900,0.6600,0.9700,0.6000,0.8900,0.7100,0.8500,0.6700,0.6400,0.5500,0.6800,0.6300,0.5700,0.5700,0.7000,0.6800,0.5600,0.7100,0.9800,0.6300,0.8800,0.6800,0.8300,0.9800,0.5200,0.5500,0.8300,0.8800,0.6400,0.9700,0.8100,0.8300,0.6800,0.6000,0.6000,0.6800,0.6300,0.9600,0.9500,0.5300,0.6300,0.7600,0.6000,0.8400,0.6800,0.6700,0.7600,0.8600,0.8400,0.8700,0.7800,0.7200,0.9800,0.6200,0.9700,0.8000,0.8300,0.9500,0.6600,0.5000,0.9900,0.6700,0.8000,
0.8900,0.6700,0.5500,0.5500,0.6800,0.6400,0.5500,0.6700,0.6000,0.5200,0.8800,0.9300,0.7800,0.7200,0.8600,0.5400,0.6700,0.9200,0.8900,0.7200,0.8600,0.6900,0.6400,0.8200,0.8000,0.8300,0.8600,0.6300,0.7100,0.8400,0.5100,0.9700,0.9300,0.9000,0.5700,0.6500,0.8200,0.7400,0.9500,0.8100,0.5800,0.6500,0.6000,0.5700,0.8900,0.8100,0.5900,0.7200,0.7300,0.8200,0.5900,0.5600,0.8100,0.8900,0.6200,0.7500,0.9800,0.8600,0.5100,0.8800,0.5900,0.6400,0.9800,0.5300,0.6200,0.5600,0.5700,0.7800,0.8500,0.5700,0.6700,0.5700,0.8400,0.5900,0.7300,0.8200,0.7000,0.8800,0.6500,0.7800,0.7700,0.9700,0.6900,0.5600,0.6500,0.7400,0.9400,0.6100,0.8300,0.7900,0.5000,0.7200,0.5100,0.8300,0.7100,0.5500,0.7000,0.6500,0.6200,0.7700,0.7000,0.8100,0.7600,0.6400,0.5100,0.9800,0.5500,0.5200,0.5900,0.5400,0.5400,0.9300,0.6500,0.6200,0.5100,0.8400,0.5000,0.8800,0.8800,0.9700,0.7200,0.5500,0.6600,0.7100,0.6800,0.6100,0.8800,0.6700,0.5700,0.9000,0.7100,0.6900,0.9200,0.6200,0.7500,0.9000,0.7500,0.7800,0.8700,0.8000,0.7100,0.8600,0.8000,0.9200,
0.5000,0.9100,0.9200,0.7400,0.5500,0.7000,0.8400,0.6600,0.5000,0.9500,0.8100,0.7000,0.6600,0.8200,0.9300,0.9300,0.8800,0.6900,0.7500,0.7200,0.5600,0.7300,0.6100,0.9700,0.6200,0.5400,0.8900,0.5200,0.5300,0.7900,0.7800,0.9600,0.8200,0.6800,0.7500,0.8300,0.9100,0.8300,0.9200,0.7400,0.7200,0.9600,0.9300,0.8600,0.6200,0.6000,0.6600,0.7900,0.9500,0.5800,0.5800,0.9500,0.8200,0.9100,0.9000,0.5400,0.6100,0.8000,0.7500,0.6200,0.5900,0.6700,0.8100,0.5400,0.6900,0.6700,0.7800,0.9000,0.7100,0.6600,0.7100,0.7800,0.8900,0.5300,0.6200,0.9000,0.7400,0.5200,0.6500,0.6500,0.7700,0.7800,0.9200,0.8300,0.9500,0.9800,0.6900,0.9300,0.7600,0.9000,0.5000,0.6000,0.8800,0.8700,0.6900,0.5100,0.8000,0.7600,0.7600,0.9800,0.7700,0.9500,0.7900,0.8100,0.7400,0.5100,0.7700,0.8800,0.6500,0.9100,0.8200,0.9100,0.5200,0.6400,0.6000,0.9300,0.8100,0.8700,0.6100,0.9500,0.5700,0.5200,0.8900,0.8500,0.8100,0.5800,0.6800,0.6800,0.5100,0.6000,0.5300,0.8300,0.8300,0.5200,0.9700,0.5800,0.9000,0.8600,0.5000,0.6200,0.5400,0.5100,0.9400,0.8700,
0.8300,0.9700,0.6100,0.9300,0.7300,0.7800,0.7900,0.5300,0.9800,0.8800,0.5600,0.5200,0.8700,0.7200,0.6300,0.9600,0.7300,0.7500,0.8200,0.9200,0.5800,0.6200,0.8000,0.6300,0.5000,0.9100,0.7700,0.8300,0.7000,0.8400,0.6900,0.6000,0.8900,0.7400,0.7000,0.6800,0.8800,0.6700,0.5500,0.7800,0.8700,0.9500,0.8000,0.8500,0.9300,0.6500,0.5400,0.7200,0.9800,0.9000,0.7900,0.5900,0.5500,0.7600,0.7400,0.8000,0.8300,0.9000,0.6200,0.8600,0.7200,0.5900,0.9000,0.5000,0.6400,0.6500,0.7400,0.9300,0.8200,0.9300,0.7800,0.7600,0.9400,0.7700,0.5800,0.5200,0.6200,0.8700,0.6200,0.7300,0.9400,0.5300,0.8400,0.6400,0.5400,0.5100,0.8200,0.5400,0.6100,0.8500,0.7400,0.6500,0.7500,0.8100,0.8700,0.9100,0.5600,0.9900,0.8200,0.5100,0.6200,0.9800,0.7500,0.6000,0.6800,0.7800,0.6800,0.5500,0.5100,0.6400,0.5800,0.5600,0.8100,0.7700,0.9300,0.7900,0.6700,0.7000,0.8500,0.6000,0.8600,0.9000,0.7500,0.6900,0.9400,0.8100,0.9300,0.9600,0.6100,0.7800,0.5600,0.5600,0.7800,0.6700,0.5100,0.6200,0.8900,0.5600,0.8800,0.5700,0.6600,0.8300,0.9400,0.5600,
0.7400,0.6500,0.5400,0.5300,0.9700,0.5500,0.8200,0.7200,0.8600,0.6400,0.5800,0.9600,0.9100,0.6900,0.5200,0.9300,0.5900,0.5500,0.7800,0.7000,0.5700,0.6200,0.5700,0.8500,0.8400,0.5300,0.8200,0.9100,0.6000,0.8400,0.8400,0.8500,0.5900,0.8700,0.8000,0.9800,0.9900,0.5400,0.6500,0.6100,0.5200,0.9700,0.9100,0.5300,0.5800,0.5600,0.7700,0.8500,0.7800,0.5600,0.7400,0.7800,0.8800,0.5100,0.7800,0.6400,0.8400,0.8800,0.6900,0.6400,0.6900,0.6800,0.5600,0.9200,0.7200,0.6800,0.6100,0.5800,0.5900,0.5300,0.5200,0.9600,0.5600,0.8900,0.8300,0.7400,0.9500,0.9500,0.6700,0.6400,0.6500,0.6100,0.5600,0.8800,0.7600,0.8600,0.8200,0.6800,0.6700,0.6600,0.7700,0.7800,0.7000,0.7200,0.5300,0.6500,0.5800,0.5300,0.9300,0.9100,0.5200,0.5500,0.6700,0.5200,0.5600,0.7900,0.7500,0.5800,0.7900,0.6500,0.7400,0.7400,0.8500,0.5600,0.7700,0.7700,0.9800,0.8600,0.6500,0.9600,0.5500,0.8000,0.8000,0.7900,0.6300,0.9000,0.9500,0.9700,0.5700,0.5500,0.8600,0.5000,0.6900,0.6500,0.8100,0.6600,0.7500,0.9000,0.6000,0.7700,0.7400,0.9000,0.7300,0.9500,
0.5300,0.5100,0.6600,0.9700,0.7500,0.8600,0.8100,0.7400,0.7000,0.5900,0.5300,0.7900,0.9000,0.5600,0.7900,0.6800,0.6100,0.9500,0.9300,0.7400,0.5300,0.5800,0.8800,0.9500,0.9300,0.6600,0.7900,0.6500,0.8100,0.9000,0.9700,0.8300,0.5800,0.9000,0.8700,0.7800,0.9300,0.9000,0.7600,0.6000,0.8600,0.5700,0.6100,0.7700,0.5700,0.6400,0.6700,0.9600,0.9100,0.6200,0.6100,0.5100,0.8000,0.8600,0.7700,0.9000,0.5700,0.6700,0.5900,0.7700,0.7100,0.6800,0.9900,0.8500,0.7200,0.9800,0.9300,0.5900,0.9200,0.7600,0.8200,0.5900,0.9600,0.7400,0.9700,0.7400,0.9000,0.8200,0.5800,0.5400,0.8700,0.6900,0.6100,0.5700,0.6100,0.5400,0.8500,0.9600,0.6400,0.9000,0.9800,0.5600,0.6000,0.5800,0.8200,0.7800,0.7800,0.6000,0.8500,0.7600,0.9200,0.8700,0.9000,0.6300,0.7300,0.7300,0.8500,0.6000,0.8800,0.6900,0.6900,0.8300,0.8600,0.6800,0.6800,0.5100,0.5200,0.7000,0.8400,0.8000,0.9900,0.7000,0.8700,0.6300,0.7400,0.5800,0.5900,0.9600,0.8300,0.8900,0.6300,0.7500,0.9800,0.7300,0.7700,0.7300,0.6200,0.8200,0.7800,0.6300,0.6400,0.9500,0.9100,0.7700,
0.8800,0.8600,0.7900,0.6500,0.8200,0.5400,0.8500,0.9400,0.5500,0.8500,0.5200,0.6700,0.7100,0.8500,0.5500,0.7700,0.6200,0.8200,0.6500,0.8900,0.8700,0.5900,0.6400,0.9100,0.6400,0.6700,0.9200,0.5400,0.8300,0.8900,0.5400,0.9200,0.7000,0.6900,0.7700,0.7800,0.6200,0.6600,0.5500,0.9800,0.5300,0.8300,0.8700,0.5900,0.6400,0.8000,0.9600,0.5100,0.5300,0.6100,0.8600,0.7200,0.8800,0.7300,0.5200,0.8300,0.9900,0.9000,0.6000,0.7100,0.7700,0.5000,0.5900,0.9300,0.7100,0.7300,0.6100,0.5700,0.5100,0.5400,0.6300,0.6800,0.6500,0.7900,0.5300,0.5800,0.9600,0.8300,0.8200,0.5800,0.6200,0.7800,0.9000,0.5400,0.9000,0.9700,0.7200,0.9000,0.8800,0.5200,0.6000,0.6200,0.5800,0.8200,0.6400,0.7000,0.9800,0.8800,0.5900,0.5300,0.9000,0.8200,0.6800,0.7100,0.6300,0.8900,0.7700,0.9900,0.7900,0.9500,0.7700,0.5200,0.6200,0.8600,0.9000,0.9500,0.7600,0.9200,0.7400,0.9600,0.5800,0.8200,0.6800,0.7300,0.5600,0.7200,0.8800,0.9400,0.6500,0.7200,0.5400,0.6700,0.8200,0.5100,0.8900,0.9200,0.7000,0.6100,0.6400,0.7900,0.5100,0.9800,0.7200,0.7400,
0.5500,0.6000,0.9300,0.7900,0.5200,0.6800,0.9500,0.9700,0.9700,0.7100,0.5900,0.9100,0.7100,0.9100,0.7400,0.8200,0.9900,0.8700,0.7000,0.9200,0.5000,0.8300,0.8500,0.6500,0.8600,0.7300,0.5400,0.8600,0.5900,0.8800,0.5600,0.7100,0.8100,0.7800,0.7900,0.5900,0.5400,0.7800,0.7700,0.9500,0.9600,0.7500,0.5400,0.5200,0.9100,0.5600,0.8000,0.8600,0.5700,0.9500,0.5100,0.6100,0.8800,0.9100,0.9900,0.9200,0.9600,0.5900,0.5500,0.6400,0.5800,0.9800,0.7300,0.5900,0.7100,0.5400,0.9400,0.5400,0.8600,0.7300,0.8900,0.8300,0.7600,0.9400,0.8300,0.6800,0.7300,0.9400,0.6400,0.8000,0.6100,0.8600,0.8400,0.8300,0.6200,0.5100,0.8100,0.9200,0.9500,0.7500,0.5000,0.7600,0.6400,0.8900,0.6900,0.8200,0.8400,0.9700,0.9400,0.9700,0.6800,0.6900,0.6500,0.5600,0.9600,0.7700,0.6100,0.6100,0.9900,0.6800,0.8500,0.8200,0.8600,0.5700,0.8000,0.8800,0.5600,0.6700,0.9400,0.6000,0.7600,0.7500,0.9800,0.5800,0.7700,0.7000,0.5400,0.5700,0.6300,0.9600,0.7000,0.9600,0.8000,0.7400,0.7000,0.6000,0.5700,0.7800,0.8800,0.6300,0.6400,0.9900,0.9700,0.5000,
0.5800,0.6500,0.7100,0.8800,0.5800,0.9800,0.9500,0.9400,0.6800,0.9800,0.9600,0.7800,0.8000,0.5400,0.5100,0.9700,0.7700,0.8400,0.9700,0.6700,0.9200,0.5300,0.8400,0.8300,0.8400,0.5400,0.6400,0.5400,0.5300,0.5900,0.5900,0.9700,0.6500,0.6200,0.9600,0.8300,0.7600,0.8200,0.6600,0.6900,0.8900,0.6100,0.7600,0.5200,0.5300,0.8200,0.5300,0.5600,0.8000,0.6500,0.6500,0.5200,0.8000,0.8200,0.9500,0.5400,0.7700,0.5300,0.5600,0.7200,0.9200,0.7100,0.9600,0.8700,0.6000,0.7500,0.6900,0.7200,0.8900,0.6300,0.9000,0.9500,0.9500,0.8900,0.8300,0.7900,0.5300,0.9600,0.8600,0.5800,0.9100,0.8100,0.9800,0.7800,0.9200,0.5400,0.7300,0.9700,0.6600,0.7200,0.7600,0.7900,0.7100,0.9000,0.7600,0.9500,0.9200,0.9300,0.7900,0.5600,0.5300,0.9100,0.6300,0.5700,0.7100,0.5500,0.7000,0.7200,0.5900,0.5600,0.7900,0.9900,0.7000,0.8300,0.8400,0.7500,0.7300,0.5600,0.6000,0.8100,0.8800,0.9900,0.7200,0.6900,0.6400,0.5800,0.7800,0.7400,0.7200,0.9700,0.5800,0.7500,0.8600,0.8100,0.7400,0.8700,0.9000,0.6200,0.9200,0.9700,0.5300,0.7700,0.8200,0.5400,
